Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 10/13/2021   10:46:40

Pixel   Wavelength(nm)    Intensity
 167         344.26        40
 168         344.63        45
 169         344.99        40
 170         345.36        43
 171         345.73        45
 172         346.09        36
 173         346.46        40
 174         346.82        41
 175         347.19        42
 176         347.56        38
 177         347.92        42
 178         348.29        42
 179         348.66        46
 180         349.02        37
 181         349.39        36
 182         349.76        44
 183         350.12        42
 184         350.49        40
 185         350.86        39
 186         351.22        41
 187         351.59        38
 188         351.96        42
 189         352.33        40
 190         352.69        41
 191         353.06        35
 192         353.43        42
 193         353.79        38
 194         354.16        36
 195         354.53        35
 196         354.90        37
 197         355.26        36
 198         355.63        38
 199         356.00        42
 200         356.37        40
 201         356.74        35
 202         357.10        44
 203         357.47        39
 204         357.84        34
 205         358.21        39
 206         358.57        38
 207         358.94        39
 208         359.31        37
 209         359.68        34
 210         360.05        34
 211         360.42        41
 212         360.78        34
 213         361.15        35
 214         361.52        38
 215         361.89        40
 216         362.26        37
 217         362.63        35
 218         363.00        37
 219         363.37        35
 220         363.73        33
 221         364.10        42
 222         364.47        37
 223         364.84        37
 224         365.21        37
 225         365.58        36
 226         365.95        35
 227         366.32        39
 228         366.69        35
 229         367.06        35
 230         367.43        40
 231         367.80        34
 232         368.17        35
 233         368.54        38
 234         368.90        37
 235         369.27        32
 236         369.64        29
 237         370.01        34
 238         370.38        34
 239         370.75        37
 240         371.12        31
 241         371.49        40
 242         371.86        30
 243         372.23        33
 244         372.61        36
 245         372.98        39
 246         373.35        33
 247         373.72        35
 248         374.09        41
 249         374.46        32
 250         374.83        33
 251         375.20        35
 252         375.57        36
 253         375.94        40
 254         376.31        36
 255         376.68        36
 256         377.05        34
 257         377.42        33
 258         377.79        36
 259         378.17        33
 260         378.54        29
 261         378.91        35
 262         379.28        30
 263         379.65        27
 264         380.02        32
 265         380.39        36
 266         380.77        33
 267         381.14        36
 268         381.51        35
 269         381.88        40
 270         382.25        35
 271         382.62        36
 272         383.00        34
 273         383.37        41
 274         383.74        38
 275         384.11        31
 276         384.48        35
 277         384.86        36
 278         385.23        38
 279         385.60        43
 280         385.97        35
 281         386.35        36
 282         386.72        31
 283         387.09        43
 284         387.46        37
 285         387.84        38
 286         388.21        32
 287         388.58        34
 288         388.95        33
 289         389.33        45
 290         389.70        48
 291         390.07        36
 292         390.44        34
 293         390.82        35
 294         391.19        36
 295         391.56        39
 296         391.94        37
 297         392.31        38
 298         392.68        37
 299         393.06        44
 300         393.43        35
 301         393.80        35
 302         394.18        40
 303         394.55        36
 304         394.92        40
 305         395.30        42
 306         395.67        36
 307         396.05        37
 308         396.42        41
 309         396.79        38
 310         397.17        44
 311         397.54        42
 312         397.92        40
 313         398.29        39
 314         398.66        43
 315         399.04        39
 316         399.41        43
 317         399.79        43
 318         400.16        43
 319         400.54        40
 320         400.91        39
 321         401.28        37
 322         401.66        39
 323         402.03        42
 324         402.41        40
 325         402.78        46
 326         403.16        35
 327         403.53        39
 328         403.91        43
 329         404.28        42
 330         404.66        40
 331         405.03        37
 332         405.41        45
 333         405.78        38
 334         406.16        40
 335         406.53        45
 336         406.91        43
 337         407.29        47
 338         407.66        43
 339         408.04        42
 340         408.41        45
 341         408.79        47
 342         409.16        45
 343         409.54        44
 344         409.92        37
 345         410.29        41
 346         410.67        40
 347         411.04        45
 348         411.42        39
 349         411.79        39
 350         412.17        43
 351         412.55        39
 352         412.92        37
 353         413.30        38
 354         413.68        42
 355         414.05        38
 356         414.43        48
 357         414.81        47
 358         415.18        42
 359         415.56        45
 360         415.94        43
 361         416.31        42
 362         416.69        40
 363         417.07        43
 364         417.44        41
 365         417.82        43
 366         418.20        44
 367         418.57        46
 368         418.95        43
 369         419.33        39
 370         419.71        44
 371         420.08        37
 372         420.46        36
 373         420.84        42
 374         421.21        41
 375         421.59        44
 376         421.97        37
 377         422.35        45
 378         422.72        40
 379         423.10        39
 380         423.48        45
 381         423.86        42
 382         424.24        40
 383         424.61        39
 384         424.99        44
 385         425.37        38
 386         425.75        43
 387         426.13        46
 388         426.50        41
 389         426.88        37
 390         427.26        38
 391         427.64        40
 392         428.02        41
 393         428.40        37
 394         428.77        43
 395         429.15        40
 396         429.53        36
 397         429.91        38
 398         430.29        43
 399         430.67        43
 400         431.05        38
 401         431.42        32
 402         431.80        37
 403         432.18        41
 404         432.56        31
 405         432.94        42
 406         433.32        41
 407         433.70        35
 408         434.08        36
 409         434.46        40
 410         434.84        41
 411         435.22        40
 412         435.60        39
 413         435.98        39
 414         436.35        38
 415         436.73        41
 416         437.11        40
 417         437.49        36
 418         437.87        36
 419         438.25        38
 420         438.63        38
 421         439.01        41
 422         439.39        37
 423         439.77        34
 424         440.15        35
 425         440.53        39
 426         440.91        37
 427         441.29        35
 428         441.67        40
 429         442.05        38
 430         442.43        30
 431         442.81        36
 432         443.19        41
 433         443.58        37
 434         443.96        33
 435         444.34        33
 436         444.72        32
 437         445.10        35
 438         445.48        39
 439         445.86        33
 440         446.24        36
 441         446.62        37
 442         447.00        36
 443         447.38        38
 444         447.76        33
 445         448.15        38
 446         448.53        34
 447         448.91        34
 448         449.29        37
 449         449.67        42
 450         450.05        37
 451         450.43        40
 452         450.81        39
 453         451.20        35
 454         451.58        32
 455         451.96        40
 456         452.34        34
 457         452.72        39
 458         453.10        32
 459         453.49        36
 460         453.87        33
 461         454.25        40
 462         454.63        40
 463         455.01        35
 464         455.40        36
 465         455.78        34
 466         456.16        35
 467         456.54        37
 468         456.92        42
 469         457.31        39
 470         457.69        41
 471         458.07        38
 472         458.45        47
 473         458.84        41
 474         459.22        37
 475         459.60        42
 476         459.98        44
 477         460.37        41
 478         460.75        38
 479         461.13        42
 480         461.52        40
 481         461.90        39
 482         462.28        44
 483         462.66        45
 484         463.05        40
 485         463.43        42
 486         463.81        35
 487         464.20        41
 488         464.58        41
 489         464.96        45
 490         465.35        48
 491         465.73        46
 492         466.11        39
 493         466.50        48
 494         466.88        42
 495         467.27        40
 496         467.65        38
 497         468.03        44
 498         468.42        45
 499         468.80        41
 500         469.18        44
 501         469.57        37
 502         469.95        40
 503         470.34        47
 504         470.72        40
 505         471.10        39
 506         471.49        40
 507         471.87        44
 508         472.26        39
 509         472.64        46
 510         473.03        39
 511         473.41        41
 512         473.79        44
 513         474.18        43
 514         474.56        43
 515         474.95        42
 516         475.33        43
 517         475.72        42
 518         476.10        46
 519         476.49        47
 520         476.87        48
 521         477.26        41
 522         477.64        39
 523         478.03        38
 524         478.41        42
 525         478.80        40
 526         479.18        41
 527         479.57        40
 528         479.95        41
 529         480.34        45
 530         480.72        41
 531         481.11        43
 532         481.49        45
 533         481.88        43
 534         482.26        41
 535         482.65        40
 536         483.04        39
 537         483.42        45
 538         483.81        42
 539         484.19        38
 540         484.58        39
 541         484.96        44
 542         485.35        45
 543         485.74        42
 544         486.12        39
 545         486.51        37
 546         486.89        41
 547         487.28        44
 548         487.67        38
 549         488.05        39
 550         488.44        42
 551         488.83        48
 552         489.21        39
 553         489.60        38
 554         489.99        38
 555         490.37        38
 556         490.76        39
 557         491.14        40
 558         491.53        42
 559         491.92        37
 560         492.31        41
 561         492.69        37
 562         493.08        42
 563         493.47        38
 564         493.85        39
 565         494.24        39
 566         494.63        37
 567         495.01        35
 568         495.40        37
 569         495.79        32
 570         496.18        41
 571         496.56        40
 572         496.95        43
 573         497.34        38
 574         497.72        35
 575         498.11        36
 576         498.50        33
 577         498.89        40
 578         499.28        41
 579         499.66        39
 580         500.05        39
 581         500.44        42
 582         500.83        32
 583         501.21        32
 584         501.60        34
 585         501.99        41
 586         502.38        44
 587         502.77        33
 588         503.15        36
 589         503.54        36
 590         503.93        41
 591         504.32        36
 592         504.71        39
 593         505.09        35
 594         505.48        37
 595         505.87        38
 596         506.26        34
 597         506.65        41
 598         507.04        40
 599         507.43        34
 600         507.81        38
 601         508.20        36
 602         508.59        34
 603         508.98        33
 604         509.37        33
 605         509.76        32
 606         510.15        37
 607         510.54        37
 608         510.93        37
 609         511.31        37
 610         511.70        37
 611         512.09        37
 612         512.48        34
 613         512.87        37
 614         513.26        39
 615         513.65        35
 616         514.04        37
 617         514.43        35
 618         514.82        32
 619         515.21        37
 620         515.60        41
 621         515.99        38
 622         516.38        41
 623         516.77        40
 624         517.16        33
 625         517.55        33
 626         517.94        38
 627         518.33        28
 628         518.72        32
 629         519.11        31
 630         519.50        37
 631         519.89        35
 632         520.28        32
 633         520.67        34
 634         521.06        31
 635         521.45        36
 636         521.84        47
 637         522.23        31
 638         522.62        39
 639         523.01        37
 640         523.40        36
 641         523.79        41
 642         524.18        40
 643         524.57        29
 644         524.96        34
 645         525.35        34
 646         525.74        36
 647         526.13        33
 648         526.52        39
 649         526.91        35
 650         527.31        33
 651         527.70        35
 652         528.09        39
 653         528.48        38
 654         528.87        31
 655         529.26        35
 656         529.65        30
 657         530.04        47
 658         530.43        39
 659         530.83        37
 660         531.22        39
 661         531.61        36
 662         532.00        39
 663         532.39        34
 664         532.78        34
 665         533.17        39
 666         533.57        40
 667         533.96        38
 668         534.35        41
 669         534.74        39
 670         535.13        33
 671         535.52        35
 672         535.92        35
 673         536.31        38
 674         536.70        41
 675         537.09        34
 676         537.48        37
 677         537.88        39
 678         538.27        31
 679         538.66        40
 680         539.05        36
 681         539.45        40
 682         539.84        45
 683         540.23        38
 684         540.62        36
 685         541.02        44
 686         541.41        37
 687         541.80        37
 688         542.19        41
 689         542.59        37
 690         542.98        38
 691         543.37        38
 692         543.76        34
 693         544.16        35
 694         544.55        45
 695         544.94        41
 696         545.34        42
 697         545.73        46
 698         546.12        37
 699         546.51        41
 700         546.91        40
 701         547.30        33
 702         547.69        37
 703         548.09        42
 704         548.48        44
 705         548.87        39
 706         549.27        40
 707         549.66        36
 708         550.05        46
 709         550.45        38
 710         550.84        40
 711         551.24        37
 712         551.63        39
 713         552.02        39
 714         552.42        41
 715         552.81        40
 716         553.20        37
 717         553.60        39
 718         553.99        43
 719         554.39        40
 720         554.78        40
 721         555.17        39
 722         555.57        46
 723         555.96        41
 724         556.36        41
 725         556.75        40
 726         557.14        45
 727         557.54        36
 728         557.93        45
 729         558.33        47
 730         558.72        33
 731         559.12        41
 732         559.51        45
 733         559.91        38
 734         560.30        40
 735         560.69        43
 736         561.09        42
 737         561.48        40
 738         561.88        40
 739         562.27        42
 740         562.67        35
 741         563.06        36
 742         563.46        40
 743         563.85        35
 744         564.25        35
 745         564.64        40
 746         565.04        36
 747         565.43        37
 748         565.83        41
 749         566.22        42
 750         566.62        42
 751         567.01        38
 752         567.41        42
 753         567.80        40
 754         568.20        41
 755         568.60        39
 756         568.99        36
 757         569.39        40
 758         569.78        36
 759         570.18        40
 760         570.57        41
 761         570.97        38
 762         571.36        40
 763         571.76        39
 764         572.16        36
 765         572.55        38
 766         572.95        37
 767         573.34        41
 768         573.74        43
 769         574.14        30
 770         574.53        40
 771         574.93        34
 772         575.32        35
 773         575.72        38
 774         576.12        39
 775         576.51        40
 776         576.91        40
 777         577.31        36
 778         577.70        39
 779         578.10        39
 780         578.50        38
 781         578.89        36
 782         579.29        37
 783         579.69        36
 784         580.08        31
 785         580.48        33
 786         580.88        35
 787         581.27        41
 788         581.67        41
 789         582.07        34
 790         582.46        34
 791         582.86        38
 792         583.26        36
 793         583.65        35
 794         584.05        32
 795         584.45        36
 796         584.84        36
 797         585.24        39
 798         585.64        40
 799         586.04        33
 800         586.43        30
 801         586.83        39
 802         587.23        38
 803         587.63        37
 804         588.02        40
 805         588.42        34
 806         588.82        39
 807         589.22        38
 808         589.61        42
 809         590.01        40
 810         590.41        36
 811         590.81        37
 812         591.20        45
 813         591.60        46
 814         592.00        45
 815         592.40        43
 816         592.80        44
 817         593.19        46
 818         593.59        49
 819         593.99        50
 820         594.39        41
 821         594.79        44
 822         595.18        55
 823         595.58        50
 824         595.98        51
 825         596.38        47
 826         596.78        53
 827         597.18        52
 828         597.57        48
 829         597.97        50
 830         598.37        60
 831         598.77        62
 832         599.17        55
 833         599.57        63
 834         599.97        58
 835         600.36        66
 836         600.76        65
 837         601.16        68
 838         601.56        70
 839         601.96        76
 840         602.36        72
 841         602.76        77
 842         603.16        77
 843         603.56        83
 844         603.95        80
 845         604.35        78
 846         604.75        86
 847         605.15        93
 848         605.55        94
 849         605.95        91
 850         606.35        96
 851         606.75       105
 852         607.15       109
 853         607.55       100
 854         607.95       117
 855         608.35       106
 856         608.75       112
 857         609.15       117
 858         609.55       118
 859         609.95       115
 860         610.35       123
 861         610.74       136
 862         611.14       133
 863         611.54       138
 864         611.94       134
 865         612.34       142
 866         612.74       132
 867         613.14       134
 868         613.54       143
 869         613.94       138
 870         614.34       156
 871         614.74       146
 872         615.14       143
 873         615.54       152
 874         615.94       142
 875         616.34       158
 876         616.74       148
 877         617.15       156
 878         617.55       156
 879         617.95       161
 880         618.35       148
 881         618.75       165
 882         619.15       160
 883         619.55       158
 884         619.95       157
 885         620.35       168
 886         620.75       160
 887         621.15       149
 888         621.55       173
 889         621.95       167
 890         622.35       165
 891         622.75       162
 892         623.15       171
 893         623.56       169
 894         623.96       170
 895         624.36       165
 896         624.76       167
 897         625.16       173
 898         625.56       163
 899         625.96       177
 900         626.36       177
 901         626.76       173
 902         627.17       175
 903         627.57       180
 904         627.97       175
 905         628.37       180
 906         628.77       171
 907         629.17       173
 908         629.57       181
 909         629.98       177
 910         630.38       170
 911         630.78       184
 912         631.18       168
 913         631.58       175
 914         631.98       177
 915         632.39       184
 916         632.79       173
 917         633.19       184
 918         633.59       189
 919         633.99       178
 920         634.39       185
 921         634.80       188
 922         635.20       183
 923         635.60       185
 924         636.00       191
 925         636.40       193
 926         636.81       186
 927         637.21       193
 928         637.61       188
 929         638.01       186
 930         638.42       190
 931         638.82       188
 932         639.22       194
 933         639.62       193
 934         640.03       191
 935         640.43       185
 936         640.83       183
 937         641.23       197
 938         641.64       186
 939         642.04       195
 940         642.44       193
 941         642.84       194
 942         643.25       193
 943         643.65       202
 944         644.05       195
 945         644.45       189
 946         644.86       197
 947         645.26       194
 948         645.66       188
 949         646.07       195
 950         646.47       200
 951         646.87       193
 952         647.28       200
 953         647.68       193
 954         648.08       195
 955         648.49       201
 956         648.89       194
 957         649.29       197
 958         649.69       203
 959         650.10       198
 960         650.50       200
 961         650.91       197
 962         651.31       196
 963         651.71       198
 964         652.12       195
 965         652.52       204
 966         652.92       205
 967         653.33       208
 968         653.73       217
 969         654.13       204
 970         654.54       209
 971         654.94       204
 972         655.34       214
 973         655.75       205
 974         656.15       206
 975         656.56       212
 976         656.96       213
 977         657.36       217
 978         657.77       219
 979         658.17       211
 980         658.58       219
 981         658.98       218
 982         659.38       205
 983         659.79       217
 984         660.19       212
 985         660.60       217
 986         661.00       198
 987         661.41       212
 988         661.81       215
 989         662.21       219
 990         662.62       205
 991         663.02       212
 992         663.43       226
 993         663.83       211
 994         664.24       220
 995         664.64       216
 996         665.05       211
 997         665.45       202
 998         665.86       207
 999         666.26       209
1000         666.67       202
1001         667.07       196
1002         667.48       202
1003         667.88       198
1004         668.28       194
1005         668.69       188
1006         669.09       191
1007         669.50       186
1008         669.90       192
1009         670.31       193
1010         670.72       175
1011         671.12       177
1012         671.53       185
1013         671.93       178
1014         672.34       171
1015         672.74       177
1016         673.15       177
1017         673.55       173
1018         673.96       166
1019         674.36       167
1020         674.77       168
1021         675.17       165
1022         675.58       160
1023         675.98       164
1024         676.39       152
1025         676.80       159
1026         677.20       161
1027         677.61       153
1028         678.01       156
1029         678.42       150
1030         678.82       149
1031         679.23       149
1032         679.64       147
1033         680.04       150
1034         680.45       149
1035         680.85       148
1036         681.26       144
1037         681.67       145
1038         682.07       142
1039         682.48       142
1040         682.88       143
1041         683.29       142
1042         683.70       136
1043         684.10       137
1044         684.51       142
1045         684.92       140
1046         685.32       139
1047         685.73       138
1048         686.13       140
1049         686.54       138
1050         686.95       131
1051         687.35       131
1052         687.76       124
1053         688.17       128
1054         688.57       125
1055         688.98       125
1056         689.39       127
1057         689.79       125
1058         690.20       122
1059         690.61       116
1060         691.01       117
1061         691.42       126
1062         691.83       137
1063         692.23       118
1064         692.64       116
1065         693.05       118
1066         693.45       120
1067         693.86       113
1068         694.27       117
1069         694.68       114
1070         695.08       109
1071         695.49       114
1072         695.90       110
1073         696.30       114
1074         696.71       101
1075         697.12        96
1076         697.53       110
1077         697.93       100
1078         698.34       100
1079         698.75        98
1080         699.16        99
1081         699.56       103
1082         699.97       102
1083         700.38       100
1084         700.79        96
1085         701.19       101
1086         701.60        98
1087         702.01        97
1088         702.42       102
1089         702.82       100
1090         703.23        97
1091         703.64        96
1092         704.05        92
1093         704.46        89
1094         704.86        94
1095         705.27        89
1096         705.68        96
1097         706.09       101
1098         706.49        87
1099         706.90       105
1100         707.31        88
1101         707.72        86
1102         708.13        85
1103         708.54        88
1104         708.94        86
1105         709.35        85
1106         709.76        90
1107         710.17        85
1108         710.58        85
1109         710.98        83
1110         711.39        79
1111         711.80        83
1112         712.21        80
1113         712.62        73
1114         713.03        81
1115         713.44        84
1116         713.84        75
1117         714.25        74
1118         714.66        82
1119         715.07        80
1120         715.48        78
1121         715.89        77
1122         716.30        79
1123         716.70        74
1124         717.11        74
1125         717.52        77
1126         717.93        70
1127         718.34        72
1128         718.75        71
1129         719.16        75
1130         719.57        80
1131         719.98        68
1132         720.39        67
1133         720.79        73
1134         721.20        68
1135         721.61        68
1136         722.02        68
1137         722.43        74
1138         722.84        70
1139         723.25        67
1140         723.66        65
1141         724.07        64
1142         724.48        64
1143         724.89        58
1144         725.30        63
1145         725.71        61
1146         726.12        67
1147         726.52        58
1148         726.93        64
1149         727.34        59
1150         727.75        58
1151         728.16        59
1152         728.57        62
1153         728.98        66
1154         729.39        61
1155         729.80        58
1156         730.21        59
1157         730.62        56
1158         731.03        52
1159         731.44        59
1160         731.85        63
1161         732.26        60
1162         732.67        56
1163         733.08        58
1164         733.49        54
1165         733.90        58
1166         734.31        62
1167         734.72        60
1168         735.13        53
1169         735.54        57
1170         735.95        52
1171         736.36        55
1172         736.77        52
1173         737.18        59
1174         737.59        55
1175         738.00        58
1176         738.41        50
1177         738.82        52
1178         739.23        54
1179         739.64        48
1180         740.05        55
1181         740.47        53
1182         740.88        55
1183         741.29        48
1184         741.70        51
1185         742.11        56
1186         742.52        49
1187         742.93        47
1188         743.34        51
1189         743.75        47
1190         744.16        53
1191         744.57        52
1192         744.98        53
1193         745.39        50
1194         745.80        50
1195         746.22        53
1196         746.63        50
1197         747.04        53
1198         747.45        44
1199         747.86        51
1200         748.27        54
1201         748.68        52
1202         749.09        47
1203         749.50        46
1204         749.91        49
1205         750.33        47
1206         750.74        49
1207         751.15        44
1208         751.56        42
1209         751.97        43
1210         752.38        43
1211         752.79        48
1212         753.20        47
1213         753.62        45
1214         754.03        46
1215         754.44        49
1216         754.85        51
1217         755.26        46
1218         755.67        49
1219         756.09        48
1220         756.50        46
1221         756.91        47
1222         757.32        43
1223         757.73        45
1224         758.14        47
1225         758.56        53
1226         758.97        50
1227         759.38        40
1228         759.79        38
1229         760.20        39
1230         760.61        43
1231         761.03        49
1232         761.44        49
1233         761.85        43
1234         762.26        42
1235         762.67        41
1236         763.09        47
1237         763.50        49
1238         763.91        45
1239         764.32        47
1240         764.73        49
1241         765.15        47
1242         765.56        45
1243         765.97        45
1244         766.38        46
1245         766.80        45
1246         767.21        49
1247         767.62        46
1248         768.03        44
1249         768.45        43
1250         768.86        45
1251         769.27        44
1252         769.68        46
1253         770.10        41
1254         770.51        41
1255         770.92        48
1256         771.33        47
1257         771.75        46
1258         772.16        47
1259         772.57        46
1260         772.98        44
1261         773.40        46
1262         773.81        52
1263         774.22        47
1264         774.63        48
1265         775.05        46
1266         775.46        49
1267         775.87        53
1268         776.29        50
1269         776.70        44
1270         777.11        48
1271         777.52        48
1272         777.94        43
1273         778.35        41
1274         778.76        42
1275         779.18        43
1276         779.59        43
1277         780.00        43
1278         780.42        41
1279         780.83        52
1280         781.24        46
1281         781.66        47
1282         782.07        51
1283         782.48        45
1284         782.90        36
1285         783.31        41
1286         783.72        40
1287         784.14        45
1288         784.55        46
1289         784.96        46
1290         785.38        45
1291         785.79        35
1292         786.20        46
1293         786.62        49
1294         787.03        42
1295         787.44        48
1296         787.86        44
1297         788.27        38
1298         788.69        41
1299         789.10        47
1300         789.51        47
1301         789.93        44
1302         790.34        41
1303         790.75        46
1304         791.17        48
1305         791.58        43
1306         792.00        42
1307         792.41        48
1308         792.82        45
1309         793.24        40
1310         793.65        40
1311         794.07        41
1312         794.48        45
1313         794.89        47
1314         795.31        47
1315         795.72        44
1316         796.14        39
1317         796.55        37
1318         796.96        42
1319         797.38        45
1320         797.79        40
1321         798.21        36
1322         798.62        43
1323         799.04        43
1324         799.45        35
1325         799.86        40
1326         800.28        38
1327         800.69        42
1328         801.11        40
1329         801.52        36
1330         801.94        36
1331         802.35        42
1332         802.77        38
1333         803.18        42
1334         803.59        42
1335         804.01        38
1336         804.42        45
1337         804.84        38
1338         805.25        38
1339         805.67        41
1340         806.08        38
1341         806.50        37
1342         806.91        37
1343         807.33        43
1344         807.74        36
1345         808.16        37
1346         808.57        39
1347         808.99        40
1348         809.40        39
1349         809.82        37
1350         810.23        33
1351         810.65        38
1352         811.06        38
1353         811.48        33
1354         811.89        34
1355         812.31        34
1356         812.72        32
1357         813.14        35
1358         813.55        40
1359         813.97        32
1360         814.38        37
1361         814.80        37
1362         815.21        36
1363         815.63        35
1364         816.04        37
1365         816.46        42
1366         816.87        31
1367         817.29        42
1368         817.70        33
1369         818.12        31
1370         818.54        35
1371         818.95        37
1372         819.37        31
1373         819.78        33
1374         820.20        34
1375         820.61        40
1376         821.03        42
1377         821.44        32
1378         821.86        35
1379         822.28        35
1380         822.69        32
1381         823.11        30
1382         823.52        39
1383         823.94        35
1384         824.35        34
1385         824.77        36
1386         825.19        33
1387         825.60        29
1388         826.02        33
1389         826.43        34
1390         826.85        32
1391         827.26        33
1392         827.68        31
1393         828.10        31
1394         828.51        37
1395         828.93        38
1396         829.34        30
1397         829.76        33
1398         830.18        33
1399         830.59        39
1400         831.01        31
1401         831.43        35
1402         831.84        31
1403         832.26        32
1404         832.67        27
1405         833.09        32
1406         833.51        29
1407         833.92        31
1408         834.34        31
1409         834.76        35
1410         835.17        31
1411         835.59        34
1412         836.00        33
1413         836.42        33
1414         836.84        36
1415         837.25        26
1416         837.67        28
1417         838.09        31
1418         838.50        28
1419         838.92        28
1420         839.34        30
1421         839.75        33
1422         840.17        31
1423         840.59        26
1424         841.00        32
1425         841.42        35
1426         841.84        31
1427         842.25        36
1428         842.67        35
1429         843.09        35
1430         843.50        37
1431         843.92        33
1432         844.34        36
1433         844.75        31
1434         845.17        30
1435         845.59        29
1436         846.00        34
1437         846.42        37
1438         846.84        34
1439         847.25        36
1440         847.67        35
1441         848.09        34
1442         848.51        32
1443         848.92        28
1444         849.34        32
1445         849.76        37
1446         850.17        33
1447         850.59        38
1448         851.01        36
1449         851.43        38
1450         851.84        29
1451         852.26        35
1452         852.68        33
1453         853.09        33
1454         853.51        36
1455         853.93        38
1456         854.35        30
1457         854.76        36
1458         855.18        34
1459         855.60        36
1460         856.02        38
1461         856.43        39
1462         856.85        37
1463         857.27        33
1464         857.69        37
1465         858.10        37
1466         858.52        40
1467         858.94        37
1468         859.36        40
1469         859.77        36
1470         860.19        46
1471         860.61        40
1472         861.03        35
1473         861.44        36
1474         861.86        36
1475         862.28        34
1476         862.70        35
1477         863.12        43
1478         863.53        40
1479         863.95        42
1480         864.37        37
1481         864.79        39
1482         865.20        42
1483         865.62        43
1484         866.04        38
1485         866.46        36
1486         866.88        35
1487         867.29        38
1488         867.71        35
1489         868.13        41
1490         868.55        38
1491         868.97        40
1492         869.38        42
1493         869.80        35
1494         870.22        41
1495         870.64        40
1496         871.06        44
1497         871.47        37
1498         871.89        39
1499         872.31        43
1500         872.73        42
1501         873.15        38
1502         873.57        45
1503         873.98        39
1504         874.40        39
1505         874.82        37
1506         875.24        35
1507         875.66        32
1508         876.08        39
1509         876.49        43
1510         876.91        38
1511         877.33        41
1512         877.75        35
1513         878.17        38
1514         878.59        40
1515         879.00        32
1516         879.42        32
1517         879.84        39
1518         880.26        44
1519         880.68        38
1520         881.10        37
1521         881.52        38
1522         881.93        38
1523         882.35        39
1524         882.77        38
1525         883.19        37
1526         883.61        34
1527         884.03        36
1528         884.45        38
1529         884.87        35
1530         885.28        35
1531         885.70        32
1532         886.12        33
1533         886.54        36
1534         886.96        42
1535         887.38        32
1536         887.80        33
1537         888.22        40
1538         888.64        34
1539         889.05        42
